upload_type,publication_type,title,creators,description,access_right,license,publication_date,doi,contributors,communities,language,keywords,custom,journal_title,journal_volume,journal_issue,journal_pages,partof_title,partof_pages
publication,article,"Human Infection with MERS Coronavirus after Exposure to Infected Camels, Saudi Arabia, 2013","[{'name': 'Memish, Ziad A.'}, {'name': 'Cotten, Matthew'}, {'name': 'Meyer, Benjamin'}, {'name': 'Watson, Simon J.'}, {'name': 'Alsahafi, Abdullah J.'}, {'name': 'Al Rabeeah, Abdullah A.'}, {'name': 'Corman, Victor Max'}, {'name': 'Sieberg, Andrea'}, {'name': 'Makhdoom, Hatem Q.'}, {'name': 'Assiri, Abdullah'}, {'name': 'Al Masri, Malaki'}, {'name': 'Aldabbagh, Souhaib'}, {'name': 'Bosch, Berend-Jan'}, {'name': 'Beer, Martin'}, {'name': 'Müller, Marcel A.'}, {'name': 'Kellam, Paul'}, {'name': 'Drosten, Christian'}]",No abstract found,open,cc-by,2014-6-30,10.3201/eid2006.140402,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Dromedary camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Dromedary camels'], 'object': ['bovine CoV']}]}",Emerging Infectious Diseases,20,6,1012--1015,,
publication,article,"Antibodies against MERS Coronavirus in Dromedary Camels, Kenya, 1992–2013","[{'name': 'Corman, Victor M.'}, {'name': 'Jores, Joerg'}, {'name': 'Meyer, Benjamin'}, {'name': 'Younan, Mario'}, {'name': 'Liljander, Anne'}, {'name': 'Said, Mohammed Y.'}, {'name': 'Gluecks, Ilona'}, {'name': 'Lattwein, Erik'}, {'name': 'Bosch, Berend-Jan'}, {'name': 'Drexler, Jan Felix'}, {'name': 'Bornstein, Set'}, {'name': 'Drosten, Christian'}, {'name': 'Müller, Marcel A.'}]",No abstract found,open,cc-by,2014-8-31,10.3201/eid2008.140596,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['dromedary camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['insectivorous bats'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}]}",Emerging Infectious Diseases,20,8,1319--1322,,
publication,article,"Isolation of MERS Coronavirus from a Dromedary Camel, Qatar, 2014","[{'name': 'Raj, V. Stalin'}, {'name': 'Farag, Elmoubasher A.B.A.'}, {'name': 'Reusken, Chantal B.E.M.'}, {'name': 'Lamers, Mart M.'}, {'name': 'Pas, Suzan D.'}, {'name': 'Voermans, Jolanda'}, {'name': 'Smits, Saskia L.'}, {'name': 'Osterhaus, Albert D.M.E.'}, {'name': 'Al-Mawlawi, Naema'}, {'name': 'Al-Romaihi, Hamad E.'}, {'name': 'AlHajri, Mohd M.'}, {'name': 'El-Sayed, Ahmed M.'}, {'name': 'Mohran, Khaled A.'}, {'name': 'Ghobashy, Hazem'}, {'name': 'Alhajri, Farhoud'}, {'name': 'Al-Thani, Mohamed'}, {'name': 'Al-Marri, Salih A.'}, {'name': 'El-Maghraby, Mamdouh M.'}, {'name': 'Koopmans, Marion P.G.'}, {'name': 'Haagmans, Bart L.'}]",No abstract found,open,cc-by,2014-8-31,10.3201/eid2008.140663,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['bat'], 'object': ['bat CoVs']}, {'subject': ['bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['dromedary camel'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}]}",Emerging Infectious Diseases,20,8,1339--1342,,
publication,article,"MERS Coronavirus Neutralizing Antibodies in Camels, Eastern Africa, 1983–1997","[{'name': 'Müller, Marcel A.'}, {'name': 'Corman, Victor Max'}, {'name': 'Jores, Joerg'}, {'name': 'Meyer, Benjamin'}, {'name': 'Younan, Mario'}, {'name': 'Liljander, Anne'}, {'name': 'Bosch, Berend-Jan'}, {'name': 'Lattwein, Erik'}, {'name': 'Hilali, Mosaad'}, {'name': 'Musa, Bakri E.'}, {'name': 'Bornstein, Set'}, {'name': 'Drosten, Christian'}]",No abstract found,open,cc-by,2014-12-31,10.3201/eid2012.141026,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['dromedary camels'], 'object': ['MERS-like CoV']}, {'subject': ['dromedary camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}]}",Emerging Infectious Diseases,20,12,2093--2095,,
publication,article,"Infection, Replication, and Transmission of Middle East Respiratory Syndrome Coronavirus in Alpacas","[{'name': 'Adney, Danielle R.'}, {'name': 'Bielefeldt-Ohmann, Helle'}, {'name': 'Hartwig, Airn E.'}, {'name': 'Bowen, Richard A.'}]",No abstract found,open,cc-by,2016-6-30,10.3201/eid2206.160192,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['alpacas'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}]}",Emerging Infectious Diseases,22,6,1031--1037,,
publication,article,Experimental Infection and Response to Rechallenge of Alpacas with Middle East Respiratory Syndrome Coronavirus,"[{'name': 'Crameri, Gary'}, {'name': 'Durr, Peter A.'}, {'name': 'Klein, Reuben'}, {'name': 'Foord, Adam'}, {'name': 'Yu, Meng'}, {'name': 'Riddell, Sarah'}, {'name': 'Haining, Jessica'}, {'name': 'Johnson, Dayna'}, {'name': 'Hemida, Maged G.'}, {'name': 'Barr, Jennifer'}, {'name': 'Peiris, Malik'}, {'name': 'Middleton, Deborah'}, {'name': 'Wang, Lin-Fa'}]",No abstract found,open,cc-by,2016-6-30,10.3201/eid2206.160007,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Vicugna pacos', 'alpacas'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Vicugna pacos', 'alpaca'], 'object': ['Dromedary_MERS-CoV_Al-Hasa_KFU-HKU13/2013']}]}",Emerging Infectious Diseases,22,6,1071--1074,,
publication,article,"High proportion of MERS-CoV shedding dromedaries at slaughterhouse with a potential epidemiological link to human cases, Qatar 2014","[{'name': 'Farag, Elmoubasher A. B. A.'}, {'name': 'Reusken, Chantal B. E. M.'}, {'name': 'Haagmans, Bart L.'}, {'name': 'Mohran, Khaled A.'}, {'name': 'Raj, V. Stalin'}, {'name': 'Pas, Suzan D.'}, {'name': 'Voermans, Jolanda'}, {'name': 'Smits, Saskia L.'}, {'name': 'Godeke, Gert-Jan'}, {'name': 'Al-Hajri, Mohd. M.'}, {'name': 'Alhajri, Farhoud H.'}, {'name': 'Al-Romaihi, Hamad E.'}, {'name': 'Ghobashy, Hazem'}, {'name': 'El-Maghraby, Mamdouh M.'}, {'name': 'El-Sayed, Ahmed M.'}, {'name': 'Al Thani, Mohamed H. J.'}, {'name': 'Al-Marri, Salih'}, {'name': 'Koopmans, Marion P. G.'}]",No abstract found,open,cc-by,2015-7-31,10.3402/iee.v5.28305,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Camelus dromedarius', 'dromedary camel'], 'object': ['Middle East respiratory syndrome virus', 'MERS-CoV']}]}",Infection Ecology \& Epidemiology,5,1,28305,,
publication,article,Deciphering the bat virome catalog to better understand the ecological diversity of bat viruses and the bat origin of emerging infectious diseases,"[{'name': 'Wu, Zhiqiang'}, {'name': 'Yang, Li'}, {'name': 'Ren, Xianwen'}, {'name': 'He, Guimei'}, {'name': 'Zhang, Junpeng'}, {'name': 'Yang, Jian'}, {'name': 'Qian, Zhaohui'}, {'name': 'Dong, Jie'}, {'name': 'Sun, Lilian'}, {'name': 'Zhu, Yafang'}, {'name': 'Du, Jiang'}, {'name': 'Yang, Fan'}, {'name': 'Zhang, Shuyi'}, {'name': 'Jin, Qi'}]","Studies have demonstrated that {\textasciitilde}60\%-80\% of emerging infectious diseases (EIDs) in humans originated from wild life. Bats are natural reservoirs of a large variety of viruses, including many important zoonotic viruses that cause severe diseases in humans and domestic animals. However, the understanding of the viral population and the ecological diversity residing in bat populations is unclear, which complicates the determination of the origins of certain EIDs. Here, using bats as a typical wildlife reservoir model, virome analysis was conducted based on pharyngeal and anal swab samples of 4440 bat individuals of 40 major bat species throughout China. The purpose of this study was to survey the ecological and biological diversities of viruses residing in these bat species, to investigate the presence of potential bat-borne zoonotic viruses and to evaluate the impacts of these viruses on public health. The data obtained in this study revealed an overview of the viral community present in these bat samples. Many novel bat viruses were reported for the first time and some bat viruses closely related to known human or animal pathogens were identified. This genetic evidence provides new clues in the search for the origin or evolution pattern of certain viruses, such as coronaviruses and noroviruses. These data offer meaningful ecological information for predicting and tracing wildlife-originated EIDs.",open,cc-by,2016-3-31,10.1038/ismej.2015.138,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['dwc-relationship: dwc-host: \\{verHost: bat\\} dwc-virus: \\{sciVirus: East respiratory syndrome CoV', 'Viruses', 'China', 'dwc-virus: \\{sciVirus: BtVs-BetaCoV/SC2013\\}', 'Humans', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtCp-BetaCoV/YN2011\\}', 'dwc-virus: \\{sciVirus: BtHp-BetaCoV/ZJ2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Tylonycteris pachypus', 'Coronaviridae', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HuB2013\\}', 'dwc-host: \\{sciHost: Rhinolophus sinicus', 'pathogens', 'dwc-virus: \\{sciVirus: BtPa-BetaCoV/GD2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Myotis spp.', 'dwc-host: \\{sciHost: Myotis spp.', 'abVirus: SARS-CoV\\}', 'virus-host', 'dwc-relationship: dwc-host: \\{sciHost: Vespertilio superans', 'dwc-virus: \\{sciVirus: BtRs-BetaCoV/YN2013\\}', 'dwc-virus: \\{sciVirus: Severe acute respiratory syndrome', 'corona viruses', 'dwc-virus: \\{sciVirus: BtMs-AlphaCoV/GS2013\\}', 'dwc-virus: \\{sciVirus: BtTp-BetaCoV/GX2012\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRs-BetaCoV/HuB2013\\}', 'CETAF-taskforce', 'dwc-virus: \\{sciVirus: BtRf-BetaCoV/HeB2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Myotis ricketti', 'dwc-virus: \\{sciVirus: BtMd-BetaCoV/HuB2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRs-BetaCoV/GX2013\\}', 'covid-19', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtHp-BetaCoV/ZJ2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HuB2013-a\\}', 'dwc-relationship: dwc-host: \\{sciHost: Pipistrellus abramus', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HuB2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HeN2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Chaerephon plicata', 'Communicable Diseases', 'dwc-host: \\{sciHost: Miniopterus fuliginosus', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtTp-BetaCoV/GX2012\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-BetaCoV/SX2013\\}', 'dwc-virus: \\{sciVirus: BtRf-AlphaCoV/YN2012\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtVs-BetaCoV/SC2013\\}', 'dwc-virus: \\{sciVirus: BtRs-BetaCoV/GX2013\\}', 'dwc-virus: \\{sciVirus: East respiratory syndrome CoV', 'dwc-host: \\{sciHost: Myotis ricketti', 'biotic interaction', 'dwc-virus: \\{sciVirus: BtMr-AlphaCoV/SAX2011\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-BetaCoV/HeN2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Nyctalus velutinus', 'dwc-host: \\{sciHost: Vespertilio superans', 'dwc-relationship: dwc-host: \\{sciHost: Rhinolophus pusillus', 'biotic relations', 'Public Health', 'Chiroptera', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HeN2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/JX2012\\}', 'Virus Diseases', 'dwc-virus: \\{sciVirus: BtRf-BetaCoV/HuB2013\\}', 'dwc-virus: \\{sciVirus: BtRf-BetaCoV/SX2013\\}', 'dwc-host: \\{sciHost: Myotis daubentonii', 'dwc-relationship: dwc-host: \\{sciHost: Miniopterus fuliginosus', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/FJ2012\\}', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/GD2012\\}', 'dwc-relationship: dwc-host: \\{sciHost: Myotis daubentonii', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HeN2013-a\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMr-AlphaCoV/SAX2011\\}', 'dwc-relationship: dwc-host: \\{verHost: bat\\} dwc-virus: \\{sciVirus: Severe acute respiratory syndrome', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/GD2012-b\\}', 'dwc-host: \\{sciHost: Chaerephon plicata', 'dwc-virus: \\{sciVirus: BtCp-BetaCoV/YN2011\\}', 'dwc-host: \\{sciHost: Tylonycteris pachypus', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/GD2012-a\\}', 'dwc-relationship: dwc-host: \\{sciHost: Hipposideros pratti', 'dwc-host: \\{sciHost: Pipistrellus abramus', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMs-AlphaCoV/GS2013\\}', 'Animals', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/GD2012-a\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-AlphaCoV/YN2012\\}', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HeN2013-a\\}', 'dwc-virus: \\{sciVirus: BtRp-BetaCoV/SAX2011\\}', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/HuB2013-a\\}', 'dwc-host: \\{sciHost: Rhinolophus pusillus', 'dwc-host: \\{sciHost: Rhinolophus ferrumequinum', 'Emerging', 'verHost: bat\\}', 'dwc-virus: \\{sciVirus: BtNv-AlphaCoV/SC2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtPa-BetaCoV/GD2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Rhinolophus sinicus', 'Disease Reservoirs', 'dwc-virus: \\{sciVirus: BtRf-AlphaCoV/HuB2013\\}', 'covid', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMd-BetaCoV/HuB2013\\}', 'dwc-relationship: dwc-host: \\{sciHost: Rhinolophus ferrumequinum', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/AH2011\\}', 'dwc-virus: \\{sciVirus: BtRf-BetaCoV/JL2012\\}', 'dwc-virus: \\{sciVirus: BtRs-BetaCoV/HuB2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtNv-AlphaCoV/SC2013\\}', 'dwc-host: \\{verHost: bat\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-AlphaCoV/HuB2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRp-BetaCoV/SAX2011\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-BetaCoV/HeB2013\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRs-BetaCoV/YN2013\\}', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/GD2012-b\\}', 'Biodiversity', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/GD2012\\}', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-BetaCoV/JL2012\\}', 'Viridae', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtRf-BetaCoV/HuB2013\\}', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/JX2012\\}', 'dwc-host: \\{sciHost: Hipposideros pratti', 'dwc-virus: \\{sciVirus: BtRf-BetaCoV/HeN2013\\}', 'Phylogeny', 'dwc-virus: \\{sciVirus: BtMf-AlphaCoV/AH2011\\}', 'abVirus: MERS-CoV\\}', 'biotic associations', 'verHost: bat\\} dwc-virus: \\{sciVirus: BtMf-AlphaCoV/FJ2012\\}', 'pathogen-host', 'dwc-host: \\{sciHost: Nyctalus velutinus']",{'obo:RO_0002453': []},The ISME journal,10,3,609--620,,
publication,article,Coronaviruses in bent-winged bats (Miniopterus spp.),"[{'name': 'Chu, D. K. W.'}, {'name': 'Poon, L. L. M.'}, {'name': 'Chan, K. H.'}, {'name': 'Chen, H.'}, {'name': 'Guan, Y.'}, {'name': 'Yuen, K. Y.'}, {'name': 'Peiris, J. S. M.'}]","A novel group 1 coronavirus was previously identified in bent-winged bats (Miniopterus spp.). Here, results are described from our ongoing surveillance of these bats for coronaviruses. These findings show that group 1 coronaviruses are endemic in these bat populations in Hong Kong. Genetic analysis of these viruses indicates that there are at least four different, but closely related, group 1 coronaviruses (bat-CoV 1A, 1B, HKU7 and HKU8) circulating in bent-winged bats. Phylogenetic analysis revealed that these group 1 bat coronaviruses have descended from a common ancestor and that these viruses have been established in these bats for a long period of time. These data provide a better understanding of the emergence and evolution of coronaviruses. Bat-CoV 1A and 1B were detected in apparently healthy Miniopterus magnater and Miniopterus pusillus, respectively, on repeated sampling occasions at a single habitat, suggesting that these viruses have established a persistent infection in these populations.",open,cc-by,2006-9-30,10.1099/vir.0.82203-0,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['covid', 'covid-19', 'Coronavirus', 'Sequence Homology', 'Base Sequence', 'Amino Acid Sequence', 'Amino Acid', 'DNA', 'Coronaviridae', 'Evolution', 'Molecular', 'pathogens', 'Viridae', 'Animals', 'Species Specificity', 'Viral', 'Phylogeny', 'Nucleocapsid Proteins', 'biotic interaction', 'virus-host', 'corona viruses', 'Hong Kong', 'biotic associations', 'CETAF-taskforce', 'biotic relations', 'pathogen-host', 'Molecular Sequence Data', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Miniopterus magnater', 'bent-winged bats'], 'object': ['Bat-CoV 1A']}, {'subject': ['Miniopterus magnater', 'bent-winged bats'], 'object': ['Bat-CoV HKU7']}, {'subject': ['Miniopterus magnater', 'bent-winged bats'], 'object': ['Bat-CoV HKU8']}, {'subject': ['Miniopterus pusillus', 'bent-winged bats'], 'object': ['Bat-CoV 1B']}, {'subject': ['Miniopterus pusillus', 'bent-winged bats'], 'object': ['Bat-CoV HKU8']}, {'subject': ['Miniopterus spp.', 'bent-winged bats'], 'object': ['novel group 1 coronavirus', 'bat-CoV 1']}, {'subject': ['bovine'], 'object': ['Bovine coronavirus', 'BCoV']}, {'subject': ['feline'], 'object': ['Feline coronavirus', 'FCoV']}, {'subject': ['murine '], 'object': ['Murine hepatitis virus', 'MHV']}, {'subject': ['porcine'], 'object': ['Porcine epidemic diarrhea virus', 'PEDV']}]}",The Journal of General Virology,87,Pt 9,2461--2466,,
publication,article,Full-length genome sequences of two SARS-like coronaviruses in horseshoe bats and genetic variation analysis,"[{'name': 'Ren, Wuze'}, {'name': 'Li, Wendong'}, {'name': 'Yu, Meng'}, {'name': 'Hao, Pei'}, {'name': 'Zhang, Yuan'}, {'name': 'Zhou, Peng'}, {'name': 'Zhang, Shuyi'}, {'name': 'Zhao, Guoping'}, {'name': 'Zhong, Yang'}, {'name': 'Wang, Shengyue'}, {'name': 'Wang, Lin-Fa'}, {'name': 'Shi, Zhengli'}]","Bats were recently identified as natural reservoirs of SARS-like coronavirus (SL-CoV) or SARS coronavirus-like virus. These viruses, together with SARS coronaviruses (SARS-CoV) isolated from human and palm civet, form a distinctive cluster within the group 2 coronaviruses of the genus Coronavirus, tentatively named group 2b (G2b). In this study, complete genome sequences of two additional group 2b coronaviruses (G2b-CoVs) were determined from horseshoe bat Rhinolophus ferrumequinum (G2b-CoV Rf1) and Rhinolophus macrotis (G2b-CoV Rm1). The bat G2b-CoV isolates have an identical genome organization and share an overall genome sequence identity of 88-92 \% among themselves and between them and the human/civet isolates. The most variable regions are located in the genes encoding nsp3, ORF3a, spike protein and ORF8 when bat and human/civet G2b-CoV isolates are compared. Genetic analysis demonstrated that a diverse G2b-CoV population exists in the bat habitat and has evolved from a common ancestor of SARS-CoV.",open,cc-by,2006-11-30,10.1099/vir.0.82220-0,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['China', 'covid', 'RNA Replicase', 'covid-19', 'Spike Glycoprotein', 'Coronavirus', 'Viral Proteins', 'Sequence Homology', 'Humans', 'Amino Acid', 'Coronaviridae', 'Membrane Glycoproteins', 'pathogens', 'Hemagglutinins', 'Viridae', 'Viral Envelope Proteins', 'Animals', 'Genome', 'Viral Matrix Proteins', 'Viral', 'Open Reading Frames', 'biotic interaction', 'Viverridae', 'virus-host', 'corona viruses', 'Genetic Variation', 'biotic associations', 'CETAF-taskforce', 'SARS Virus', 'Viral Nonstructural Proteins', 'biotic relations', 'pathogen-host', 'Severe Acute Respiratory Syndrome', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Rhinolophus ferrumequinum', 'horseshoe bat'], 'object': ['G2b-CoV Rf1']}, {'subject': ['Rhinolophus macrotis', 'horseshoe bat'], 'object': ['G2b-CoV Rm1']}, {'subject': ['Rhinolophus pearsonii', 'horseshoe bat'], 'object': ['SARS cluster coronaviruses or group 2b coronavirus', 'G2b-CoVs']}, {'subject': ['Rhinolophus pusillus', 'horseshoe bat'], 'object': ['SARS cluster coronaviruses or group 2b coronavirus', 'G2b-CoVs']}, {'subject': ['Rhinolophus sinicus', 'horseshoe bat'], 'object': ['SARS cluster coronaviruses or group 2b coronavirus', 'G2b-CoVs']}, {'subject': ['Rhinolophus', 'horseshoe bat'], 'object': ['SARS coronavirus-like virus']}, {'subject': ['Rhinolophus', 'horseshoe bat'], 'object': ['SARS-like coronavirus', 'SL-CoV']}, {'subject': ['palm civet'], 'object': ['SARS coronaviruses', 'SARS-CoV']}]}",The Journal of General Virology,87,Pt 11,3355--3359,,
